filename	scene_label
audio/shopping_mall-paris-133-4007-a.wav	indoor
audio/shopping_mall-paris-134-4067-a.wav	indoor
audio/street_traffic-vienna-178-5517-a.wav	outdoor
audio/tram-prague-1109-41168-a.wav	transportation
audio/metro-paris-54-1587-a.wav	transportation
audio/shopping_mall-helsinki-128-3823-a.wav	indoor
audio/metro_station-london-68-2017-a.wav	indoor
audio/shopping_mall-lisbon-1002-42610-a.wav	indoor
audio/public_square-lyon-1017-41359-a.wav	outdoor
audio/bus-prague-1102-40498-a.wav	transportation
audio/shopping_mall-helsinki-129-3855-a.wav	indoor
audio/park-prague-1038-40071-a.wav	outdoor
audio/bus-helsinki-18-722-a.wav	transportation
audio/bus-london-22-839-a.wav	transportation
audio/airport-vienna-13-561-a.wav	indoor
audio/shopping_mall-paris-134-4039-a.wav	indoor
audio/bus-barcelona-15-621-a.wav	transportation
audio/metro_station-prague-1130-43618-a.wav	indoor
audio/street_traffic-barcelona-163-4973-a.wav	outdoor
audio/tram-lisbon-1046-43523-a.wav	transportation
audio/airport-lisbon-1114-43635-a.wav	indoor
audio/metro-london-48-1481-a.wav	transportation
audio/shopping_mall-vienna-139-4243-a.wav	indoor
audio/airport-prague-1015-40266-a.wav	indoor
audio/tram-paris-191-5841-a.wav	transportation
audio/bus-helsinki-18-741-a.wav	transportation
audio/street_traffic-lyon-1110-41140-a.wav	outdoor
audio/street_traffic-london-169-5177-a.wav	outdoor
audio/tram-lisbon-1035-42518-a.wav	transportation
audio/tram-helsinki-183-5693-a.wav	transportation
audio/tram-helsinki-184-5735-a.wav	transportation
audio/street_traffic-london-169-5183-a.wav	outdoor
audio/metro-vienna-59-1787-a.wav	transportation
audio/bus-lisbon-1013-42545-a.wav	transportation
audio/street_pedestrian-stockholm-156-4723-a.wav	outdoor
audio/metro-prague-1016-42331-a.wav	transportation
audio/street_pedestrian-lyon-1003-40207-a.wav	outdoor
audio/park-stockholm-101-2864-a.wav	outdoor
audio/street_traffic-paris-171-5264-a.wav	outdoor
audio/metro-london-46-1389-a.wav	transportation
audio/shopping_mall-lyon-1043-42941-a.wav	indoor
audio/metro_station-london-75-2097-a.wav	indoor
audio/tram-barcelona-179-5522-a.wav	transportation
audio/shopping_mall-lyon-1043-40786-a.wav	indoor
audio/metro_station-paris-81-2190-a.wav	indoor
audio/street_traffic-london-169-5183-a.wav	outdoor
audio/street_pedestrian-lyon-1003-40003-a.wav	outdoor
audio/airport-lisbon-1114-40861-a.wav	indoor
audio/street_pedestrian-lyon-1003-43337-a.wav	outdoor
audio/park-lyon-1144-43735-a.wav	outdoor
audio/shopping_mall-vienna-140-4259-a.wav	indoor
audio/park-lisbon-1104-43891-a.wav	outdoor
audio/bus-stockholm-36-1066-a.wav	transportation
audio/street_pedestrian-lisbon-1098-41902-a.wav	outdoor
audio/metro_station-lyon-1028-42183-a.wav	indoor
audio/airport-paris-7-347-a.wav	indoor
audio/tram-vienna-202-6092-a.wav	transportation
audio/street_traffic-lisbon-1067-43666-a.wav	outdoor
audio/metro_station-london-70-2038-a.wav	indoor
audio/metro_station-barcelona-62-1857-a.wav	indoor
audio/shopping_mall-lisbon-1137-42585-a.wav	indoor
audio/bus-helsinki-19-747-a.wav	transportation
audio/street_traffic-helsinki-165-5063-a.wav	outdoor
audio/park-london-96-2678-a.wav	outdoor
audio/shopping_mall-paris-134-4061-a.wav	indoor
audio/bus-lyon-1001-40044-a.wav	transportation
audio/metro-london-46-1418-a.wav	transportation
audio/airport-lyon-1041-43257-a.wav	indoor
audio/metro_station-paris-77-2124-a.wav	indoor
audio/metro-lisbon-1121-43058-a.wav	transportation
audio/airport-prague-1069-40919-a.wav	indoor
audio/shopping_mall-lyon-1043-43943-a.wav	indoor
audio/metro-london-48-1480-a.wav	transportation
audio/tram-lyon-1093-42177-a.wav	transportation
audio/park-helsinki-94-2625-a.wav	outdoor
audio/street_pedestrian-vienna-160-4892-a.wav	outdoor
audio/park-helsinki-94-2636-a.wav	outdoor
audio/metro_station-stockholm-83-2240-a.wav	indoor
audio/bus-paris-28-939-a.wav	transportation
audio/park-paris-100-2837-a.wav	outdoor
audio/street_traffic-vienna-178-5515-a.wav	outdoor
audio/street_pedestrian-paris-152-4610-a.wav	outdoor
audio/street_pedestrian-prague-1051-43622-a.wav	outdoor
audio/bus-lisbon-1140-41043-a.wav	transportation
audio/street_traffic-london-169-5188-a.wav	outdoor
audio/park-london-95-2664-a.wav	outdoor
audio/park-london-96-2694-a.wav	outdoor
audio/metro-lyon-1079-42880-a.wav	transportation
audio/metro_station-barcelona-63-1891-a.wav	indoor
audio/shopping_mall-prague-1053-41337-a.wav	indoor
audio/park-stockholm-102-2912-a.wav	outdoor
audio/metro-prague-1022-41778-a.wav	transportation
audio/public_square-lisbon-1116-41255-a.wav	outdoor
audio/tram-lyon-1112-41121-a.wav	transportation
audio/airport-paris-8-367-a.wav	indoor
audio/bus-stockholm-36-1065-a.wav	transportation
audio/public_square-vienna-124-3691-a.wav	outdoor
audio/tram-helsinki-184-5721-a.wav	transportation
audio/metro-prague-1022-42050-a.wav	transportation
audio/airport-prague-1034-43125-a.wav	indoor
audio/metro_station-barcelona-62-1865-a.wav	indoor
audio/public_square-london-114-3315-a.wav	outdoor
audio/metro_station-london-68-2022-a.wav	indoor
audio/park-london-96-2697-a.wav	outdoor
audio/bus-helsinki-18-722-a.wav	transportation
audio/street_traffic-lisbon-1067-40267-a.wav	outdoor
audio/street_traffic-lyon-1110-42045-a.wav	outdoor
audio/street_traffic-stockholm-175-5376-a.wav	outdoor
audio/metro-london-47-1444-a.wav	transportation
audio/street_traffic-vienna-176-5417-a.wav	outdoor
audio/bus-lyon-1073-43978-a.wav	transportation
audio/metro-stockholm-57-1715-a.wav	transportation
audio/bus-prague-1030-41883-a.wav	transportation
audio/tram-lisbon-1131-43570-a.wav	transportation
audio/park-vienna-106-3019-a.wav	outdoor
audio/park-lyon-1012-43066-a.wav	outdoor
audio/public_square-paris-116-3387-a.wav	outdoor
audio/airport-paris-9-374-a.wav	indoor
audio/street_pedestrian-lisbon-1099-42250-a.wav	outdoor
audio/metro-prague-1054-41873-a.wav	transportation
audio/airport-london-5-233-a.wav	indoor
audio/public_square-vienna-123-3636-a.wav	outdoor
audio/metro-barcelona-42-1274-a.wav	transportation
audio/shopping_mall-paris-134-4041-a.wav	indoor
audio/metro-lisbon-1107-42560-a.wav	transportation
audio/airport-lyon-1101-42854-a.wav	indoor
audio/metro_station-barcelona-62-1871-a.wav	indoor
audio/metro_station-stockholm-83-2231-a.wav	indoor
audio/shopping_mall-prague-1031-43759-a.wav	indoor
audio/metro-barcelona-42-1286-a.wav	transportation
audio/street_traffic-lisbon-1076-43739-a.wav	outdoor
audio/tram-paris-193-5865-a.wav	transportation
audio/public_square-vienna-124-3688-a.wav	outdoor
audio/airport-london-6-284-a.wav	indoor
audio/shopping_mall-helsinki-129-3871-a.wav	indoor
audio/tram-lyon-1093-43381-a.wav	transportation
audio/street_traffic-lyon-1045-42523-a.wav	outdoor
audio/metro-paris-49-1509-a.wav	transportation
audio/bus-lisbon-1123-40428-a.wav	transportation
audio/public_square-lisbon-1116-42650-a.wav	outdoor
audio/metro_station-london-74-2080-a.wav	indoor
audio/metro-lisbon-1145-41331-a.wav	transportation
audio/tram-prague-1135-41931-a.wav	transportation
audio/bus-paris-26-918-a.wav	transportation
audio/metro_station-lisbon-1020-42471-a.wav	indoor
audio/public_square-paris-116-3404-a.wav	outdoor
audio/shopping_mall-barcelona-127-3774-a.wav	indoor
audio/street_pedestrian-stockholm-157-4763-a.wav	outdoor
audio/airport-lisbon-1000-42611-a.wav	indoor
audio/metro_station-vienna-88-2401-a.wav	indoor
audio/shopping_mall-paris-133-4008-a.wav	indoor
audio/tram-helsinki-184-5718-a.wav	transportation
audio/metro-prague-1157-41229-a.wav	transportation
audio/metro_station-stockholm-83-2235-a.wav	indoor
audio/tram-lyon-1150-43805-a.wav	transportation
audio/tram-barcelona-181-5637-a.wav	transportation
audio/airport-vienna-14-575-a.wav	indoor
audio/street_traffic-prague-1153-42481-a.wav	outdoor
audio/bus-barcelona-17-678-a.wav	transportation
audio/tram-barcelona-180-5581-a.wav	transportation
audio/tram-london-185-5761-a.wav	transportation
audio/airport-barcelona-1-54-a.wav	indoor
audio/airport-prague-1069-42891-a.wav	indoor
audio/bus-vienna-39-1157-a.wav	transportation
audio/street_pedestrian-london-151-4595-a.wav	outdoor
audio/bus-london-25-878-a.wav	transportation
audio/street_pedestrian-paris-153-4645-a.wav	outdoor
audio/tram-barcelona-180-5586-a.wav	transportation
audio/street_pedestrian-london-149-4500-a.wav	outdoor
audio/metro_station-london-68-2024-a.wav	indoor
audio/public_square-helsinki-112-3249-a.wav	outdoor
audio/metro_station-lisbon-1007-41429-a.wav	indoor
audio/airport-paris-9-382-a.wav	indoor
audio/shopping_mall-vienna-140-4259-a.wav	indoor
audio/park-paris-100-2850-a.wav	outdoor
audio/bus-paris-29-963-a.wav	transportation
audio/tram-vienna-200-6022-a.wav	transportation
audio/park-stockholm-103-2921-a.wav	outdoor
audio/metro_station-prague-1130-41853-a.wav	indoor
audio/public_square-stockholm-120-3529-a.wav	outdoor
audio/shopping_mall-paris-134-4065-a.wav	indoor
audio/shopping_mall-helsinki-128-3818-a.wav	indoor
audio/park-paris-100-2820-a.wav	outdoor
audio/airport-paris-7-347-a.wav	indoor
audio/airport-lisbon-1114-40213-a.wav	indoor
audio/street_pedestrian-lisbon-1098-41902-a.wav	outdoor
audio/street_pedestrian-prague-1051-41593-a.wav	outdoor
audio/metro-barcelona-41-1234-a.wav	transportation
audio/bus-barcelona-15-622-a.wav	transportation
audio/bus-prague-1102-41318-a.wav	transportation
audio/metro-lyon-1082-42541-a.wav	transportation
audio/park-prague-1105-42649-a.wav	outdoor
audio/shopping_mall-helsinki-130-3880-a.wav	indoor
audio/street_traffic-lisbon-1008-40225-a.wav	outdoor
audio/metro_station-barcelona-63-1882-a.wav	indoor
audio/metro-paris-54-1600-a.wav	transportation
audio/metro_station-barcelona-62-1853-a.wav	indoor
audio/tram-vienna-200-6030-a.wav	transportation
audio/metro_station-london-75-2103-a.wav	indoor
audio/airport-lyon-1041-43417-a.wav	indoor
audio/metro_station-london-71-2049-a.wav	indoor
audio/bus-stockholm-35-1060-a.wav	transportation
audio/street_traffic-helsinki-165-5045-a.wav	outdoor
audio/street_pedestrian-prague-1085-42296-a.wav	outdoor
audio/public_square-lisbon-1039-44043-a.wav	outdoor
audio/metro-london-46-1421-a.wav	transportation
audio/shopping_mall-stockholm-136-4107-a.wav	indoor
audio/metro_station-paris-80-2173-a.wav	indoor
audio/tram-stockholm-198-5973-a.wav	transportation
audio/park-stockholm-103-2935-a.wav	outdoor
audio/airport-prague-1069-40882-a.wav	indoor
audio/metro-barcelona-42-1292-a.wav	transportation
audio/shopping_mall-lyon-1043-40503-a.wav	indoor
audio/park-lyon-1060-43458-a.wav	outdoor
audio/bus-vienna-38-1141-a.wav	transportation
audio/street_pedestrian-stockholm-156-4727-a.wav	outdoor
audio/bus-london-21-807-a.wav	transportation
audio/tram-stockholm-197-5953-a.wav	transportation
audio/street_traffic-lyon-1110-42981-a.wav	outdoor
audio/street_traffic-vienna-178-5512-a.wav	outdoor
audio/public_square-helsinki-112-3242-a.wav	outdoor
audio/street_pedestrian-stockholm-155-4684-a.wav	outdoor
audio/street_pedestrian-lisbon-1098-43760-a.wav	outdoor
audio/bus-barcelona-16-657-a.wav	transportation
audio/street_traffic-london-168-5161-a.wav	outdoor
audio/street_traffic-london-168-5153-a.wav	outdoor
audio/airport-lyon-1095-42795-a.wav	indoor
audio/metro-vienna-60-1818-a.wav	transportation
audio/park-paris-98-2750-a.wav	outdoor
audio/bus-lisbon-1106-41768-a.wav	transportation
audio/street_pedestrian-london-149-4514-a.wav	outdoor
audio/metro-vienna-58-1734-a.wav	transportation
audio/bus-lisbon-1013-43163-a.wav	transportation
audio/bus-vienna-38-1130-a.wav	transportation
audio/metro-stockholm-56-1663-a.wav	transportation
audio/street_traffic-stockholm-175-5391-a.wav	outdoor
audio/metro_station-lisbon-1021-42189-a.wav	indoor
audio/metro-prague-1016-41643-a.wav	transportation
audio/bus-barcelona-16-646-a.wav	transportation
audio/tram-prague-1151-42944-a.wav	transportation
audio/metro-lyon-1082-42742-a.wav	transportation
audio/park-prague-1105-40358-a.wav	outdoor
audio/metro_station-london-70-2039-a.wav	indoor
audio/airport-paris-7-348-a.wav	indoor
audio/tram-barcelona-179-5533-a.wav	transportation
audio/park-barcelona-90-2465-a.wav	outdoor
audio/public_square-helsinki-110-3173-a.wav	outdoor
audio/metro-lisbon-1136-43095-a.wav	transportation
audio/shopping_mall-lyon-1066-43650-a.wav	indoor
audio/airport-lyon-1095-40765-a.wav	indoor
audio/street_traffic-london-169-5175-a.wav	outdoor
audio/tram-lyon-1112-42624-a.wav	transportation
audio/public_square-barcelona-107-3064-a.wav	outdoor
audio/metro_station-prague-1130-44044-a.wav	indoor
audio/airport-prague-1034-42517-a.wav	indoor
audio/tram-barcelona-180-5583-a.wav	transportation
audio/street_pedestrian-prague-1037-42417-a.wav	outdoor
audio/street_pedestrian-paris-153-4622-a.wav	outdoor
audio/tram-lyon-1103-43552-a.wav	transportation
audio/shopping_mall-lyon-1043-41642-a.wav	indoor
audio/shopping_mall-helsinki-129-3878-a.wav	indoor
audio/shopping_mall-lisbon-1002-42817-a.wav	indoor
audio/bus-paris-32-998-a.wav	transportation
audio/public_square-lyon-1056-42243-a.wav	outdoor
audio/street_pedestrian-lisbon-1004-40636-a.wav	outdoor
audio/metro-paris-51-1535-a.wav	transportation
audio/metro_station-london-73-2076-a.wav	indoor
audio/airport-barcelona-1-30-a.wav	indoor
audio/metro-london-47-1426-a.wav	transportation
audio/street_pedestrian-lisbon-1004-41567-a.wav	outdoor
audio/shopping_mall-prague-1031-41989-a.wav	indoor
audio/street_pedestrian-lyon-1072-42578-a.wav	outdoor
audio/metro_station-prague-1130-41853-a.wav	indoor
audio/street_pedestrian-paris-153-4622-a.wav	outdoor
audio/bus-barcelona-16-661-a.wav	transportation
audio/bus-paris-32-1000-a.wav	transportation
audio/tram-barcelona-181-5604-a.wav	transportation
audio/shopping_mall-lyon-1066-42105-a.wav	indoor
audio/bus-stockholm-36-1066-a.wav	transportation
audio/street_traffic-helsinki-165-5078-a.wav	outdoor
audio/tram-london-188-5809-a.wav	transportation
audio/park-prague-1092-43416-a.wav	outdoor
audio/street_traffic-barcelona-162-4943-a.wav	outdoor
audio/airport-prague-1023-43029-a.wav	indoor
audio/street_traffic-helsinki-164-5011-a.wav	outdoor
audio/metro-stockholm-56-1646-a.wav	transportation
audio/street_traffic-stockholm-175-5406-a.wav	outdoor
audio/park-paris-99-2803-a.wav	outdoor
audio/metro-london-46-1387-a.wav	transportation
audio/tram-prague-1151-40520-a.wav	transportation
audio/bus-london-21-807-a.wav	transportation
audio/public_square-stockholm-119-3487-a.wav	outdoor
audio/airport-london-6-298-a.wav	indoor
audio/shopping_mall-barcelona-127-3797-a.wav	indoor
audio/airport-stockholm-12-502-a.wav	indoor
audio/metro_station-london-68-2021-a.wav	indoor
audio/shopping_mall-paris-133-4015-a.wav	indoor
audio/metro-london-46-1416-a.wav	transportation
audio/shopping_mall-barcelona-127-3797-a.wav	indoor
audio/metro_station-london-73-2073-a.wav	indoor
audio/metro-prague-1157-43272-a.wav	transportation
audio/shopping_mall-stockholm-135-4071-a.wav	indoor
audio/street_pedestrian-london-151-4592-a.wav	outdoor
audio/public_square-helsinki-112-3238-a.wav	outdoor
audio/bus-stockholm-36-1087-a.wav	transportation
audio/public_square-helsinki-110-3177-a.wav	outdoor
audio/metro_station-vienna-87-2377-a.wav	indoor
audio/metro-barcelona-41-1255-a.wav	transportation
audio/metro-paris-54-1603-a.wav	transportation
audio/metro_station-stockholm-84-2262-a.wav	indoor
audio/shopping_mall-lisbon-1125-40668-a.wav	indoor
audio/metro-prague-1022-42098-a.wav	transportation
audio/street_pedestrian-helsinki-148-4494-a.wav	outdoor
audio/tram-paris-193-5874-a.wav	transportation
audio/tram-lyon-1112-40515-a.wav	transportation
audio/airport-barcelona-0-11-a.wav	indoor
audio/park-prague-1038-40657-a.wav	outdoor
audio/shopping_mall-prague-1009-40421-a.wav	indoor
audio/airport-london-6-299-a.wav	indoor
